MonitoringRef_ZDE,reflex_lda_id,reflex_lda_nom,reflex_zdl_id,reflex_zdl_nom,reflex_zde_id,reflex_zde_nom,gtfs_stop_id,Lineref,gtfs_line_name,codifligne_line_id,codifligne_line_externalcode,destination_code,codifligne_network_name,gtfs_agency,opendata_date,Dispo,reflex_zde_x,reflex_zde_y,xy,
STIF:StopPoint:Q:41103:,66654,Domont (Gare),43120,Domont (Gare),41103,GARE DE DOMONT,StopPoint:8727643:800:H,STIF:Line::C01737:,H,C01737,800:H,-,TRAIN,TRAIN,2017-01-03,1,651554.241,6881625.697,49.0326923265, 2.33749290865
STIF:StopPoint:Q:41103:,66654,Domont (Gare),43120,Domont (Gare),41103,GARE DE DOMONT,StopPoint:8727643:800:H,STIF:Line::C01842:,H,C01842,800:H,-,TRAIN,TRAIN,2017-01-03,1,651554.241,6881625.697,49.0326923265, 2.33749290865
STIF:StopPoint:Q:41104:,67325,Bruyères-sur-Oise (Gare),47533,Bruyères-sur-Oise (Gare),41104,GARE DE BRUYERES SUR OISE,StopPoint:8727645:800:H,STIF:Line::C01842:,H,C01842,800:H,-,TRAIN,TRAIN,2017-01-03,1,650817.131,6895247.954,49.1551123498, 2.32582276757
STIF:StopPoint:Q:41104:,67325,Bruyères-sur-Oise (Gare),47533,Bruyères-sur-Oise (Gare),41104,GARE DE BRUYERES SUR OISE,StopPoint:8727645:800:H,STIF:Line::C01737:,H,C01737,800:H,-,TRAIN,TRAIN,2017-01-03,1,650817.131,6895247.954,49.1551123498, 2.32582276757
STIF:StopPoint:Q:41105:,67292,Persant Beaumont,43178,Persant Beaumont,41105,GARE DE PERSAN BEAUMONT,StopPoint:8727646:800:H,STIF:Line::C01737:,H,C01737,800:H,-,TRAIN,TRAIN,2017-01-03,1,647423.828,6894503.889,49.148153508, 2.27940442962
STIF:StopPoint:Q:41105:,67292,Persant Beaumont,43178,Persant Beaumont,41105,GARE DE PERSAN BEAUMONT,StopPoint:8727646:800:H,STIF:Line::C01842:,H,C01842,800:H,-,TRAIN,TRAIN,2017-01-03,1,647423.828,6894503.889,49.148153508, 2.27940442962
STIF:StopPoint:Q:41106:,66795,Bouffémont-Moisselles,47517,Bouffémont-Moisselles,41106,GARE DE BOUFFEMONT MOISSELLES,StopPoint:8727648:800:H,STIF:Line::C01737:,H,C01737,800:H,-,TRAIN,TRAIN,2017-01-03,1,650492.568,6883018.8,49.0451372384, 2.32281160704
STIF:StopPoint:Q:41106:,66795,Bouffémont-Moisselles,47517,Bouffémont-Moisselles,41106,GARE DE BOUFFEMONT MOISSELLES,StopPoint:8727648:800:H,STIF:Line::C01842:,H,C01842,800:H,-,TRAIN,TRAIN,2017-01-03,1,650492.568,6883018.8,49.0451372384, 2.32281160704
STIF:StopPoint:Q:41107:,67000,Montsoult Maffliers (Gare),43168,Montsoult Maffliers (Gare),41107,GARE DE MONTSOULT MAFFLIERS,StopPoint:8727649:800:H,STIF:Line::C01737:,H,C01737,800:H,-,TRAIN,TRAIN,2017-01-03,1,650450.976,6885325.798,49.065876734, 2.32197175951
STIF:StopPoint:Q:41107:,67000,Montsoult Maffliers (Gare),43168,Montsoult Maffliers (Gare),41107,GARE DE MONTSOULT MAFFLIERS,StopPoint:8727649:800:H,STIF:Line::C01842:,H,C01842,800:H,-,TRAIN,TRAIN,2017-01-03,1,650450.976,6885325.798,49.065876734, 2.32197175951
STIF:StopPoint:Q:41108:,67169,Presles Courcelles,47946,Presles Courcelles,41108,GARE DE PRESLES COURCELLES,StopPoint:8727650:800:H,STIF:Line::C01737:,H,C01737,800:H,-,TRAIN,TRAIN,2017-01-03,1,647998.003,6890635.308,49.1134198252, 2.28775174393
STIF:StopPoint:Q:41108:,67169,Presles Courcelles,47946,Presles Courcelles,41108,GARE DE PRESLES COURCELLES,StopPoint:8727650:800:H,STIF:Line::C01842:,H,C01842,800:H,-,TRAIN,TRAIN,2017-01-03,1,647998.003,6890635.308,49.1134198252, 2.28775174393
STIF:StopPoint:Q:41109:,67241,Champagne-sur-Oise (Gare),47590,Champagne-sur-Oise (Gare),41109,GARE DE CHAMPAGNE SUR OISE,StopPoint:8727651:800:H,STIF:Line::C01842:,H,C01842,800:H,-,TRAIN,TRAIN,2017-01-03,1,644670.141,6893161.794,49.1358557341, 2.24184197048
STIF:StopPoint:Q:41109:,67241,Champagne-sur-Oise (Gare),47590,Champagne-sur-Oise (Gare),41109,GARE DE CHAMPAGNE SUR OISE,StopPoint:8727651:800:H,STIF:Line::C01737:,H,C01737,800:H,-,TRAIN,TRAIN,2017-01-03,1,644670.141,6893161.794,49.1358557341, 2.24184197048
STIF:StopPoint:Q:41110:,67172,L'Isle-Adam Parmain,47589,L'Isle-Adam Parmain,41110,GARE DE L ISLE ADAM PARMAIN,StopPoint:8727652:800:H,STIF:Line::C01737:,H,C01737,800:H,-,TRAIN,TRAIN,2017-01-03,1,642292.332,6890758.156,49.1140361945, 2.20959182232
STIF:StopPoint:Q:41110:,67172,L'Isle-Adam Parmain,47589,L'Isle-Adam Parmain,41110,GARE DE L ISLE ADAM PARMAIN,StopPoint:8727652:800:H,STIF:Line::C01842:,H,C01842,800:H,-,TRAIN,TRAIN,2017-01-03,1,642292.332,6890758.156,49.1140361945, 2.20959182232
STIF:StopPoint:Q:41111:,67107,Valmondois (Gare),47588,Valmondois,41111,GARE DE VALMONDOIS,StopPoint:8727653:800:H,STIF:Line::C01737:,H,C01737,800:H,-,TRAIN,TRAIN,2017-01-03,1,641741.966,6888294.213,49.0918339313, 2.20239498046
STIF:StopPoint:Q:41111:,67107,Valmondois (Gare),47588,Valmondois,41111,GARE DE VALMONDOIS,StopPoint:8727653:800:H,STIF:Line::C01842:,H,C01842,800:H,-,TRAIN,TRAIN,2017-01-03,1,641741.966,6888294.213,49.0918339313, 2.20239498046
STIF:StopPoint:Q:41112:,67027,Auvers-sur-Oise (Gare),47918,Auvers-sur-Oise (Gare),41112,GARE D'AUVERS SUR OISE,StopPoint:8727654:800:H,STIF:Line::C01842:,H,C01842,800:H,-,TRAIN,TRAIN,2017-01-03,1,639739.488,6885954.393,49.070612023, 2.17531576574
STIF:StopPoint:Q:41112:,67027,Auvers-sur-Oise (Gare),47918,Auvers-sur-Oise (Gare),41112,GARE D'AUVERS SUR OISE,StopPoint:8727654:800:H,STIF:Line::C01737:,H,C01737,800:H,-,TRAIN,TRAIN,2017-01-03,1,639739.488,6885954.393,49.070612023, 2.17531576574
STIF:StopPoint:Q:41113:,67126,Belloy Saint-Martin,47524,Belloy Saint-Martin,41113,GARE DE BELLOY ST MARTIN,StopPoint:8727655:800:H,STIF:Line::C01737:,H,C01737,800:H,-,TRAIN,TRAIN,2017-01-03,1,653342.259,6888891.424,49.0981520457, 2.36113950993
STIF:StopPoint:Q:41113:,67126,Belloy Saint-Martin,47524,Belloy Saint-Martin,41113,GARE DE BELLOY ST MARTIN,StopPoint:8727655:800:H,STIF:Line::C01842:,H,C01842,800:H,-,TRAIN,TRAIN,2017-01-03,1,653342.259,6888891.424,49.0981520457, 2.36113950993
STIF:StopPoint:Q:41114:,67176,Viarmes (Gare),47525,Viarmes (Gare),41114,GARE DE VIARMES,StopPoint:8727656:800:H,STIF:Line::C01737:,H,C01737,800:H,-,TRAIN,TRAIN,2017-01-03,1,653878.182,6890941.728,49.1166246808, 2.36825271135
STIF:StopPoint:Q:41114:,67176,Viarmes (Gare),47525,Viarmes (Gare),41114,GARE DE VIARMES,StopPoint:8727656:800:H,STIF:Line::C01842:,H,C01842,800:H,-,TRAIN,TRAIN,2017-01-03,1,653878.182,6890941.728,49.1166246808, 2.36825271135
STIF:StopPoint:Q:41115:,67177,Luzarches,47528,Luzarches,41115,GARE DE LUZARCHES,StopPoint:8727657:800:H,STIF:Line::C01737:,H,C01737,800:H,-,TRAIN,TRAIN,2017-01-03,1,657653.157,6890959.992,49.1170493202, 2.41995613402
STIF:StopPoint:Q:41115:,67177,Luzarches,47528,Luzarches,41115,GARE DE LUZARCHES,StopPoint:8727657:800:H,STIF:Line::C01842:,H,C01842,800:H,-,TRAIN,TRAIN,2017-01-03,1,657653.157,6890959.992,49.1170493202, 2.41995613402
STIF:StopPoint:Q:41116:,65910,Ermont Halte,47920,Ermont Halte,41116,GARE D'ERMONT HALTE,StopPoint:8727658:800:H,STIF:Line::C01842:,H,C01842,800:H,-,TRAIN,TRAIN,2017-01-03,1,646084.27,6876961.41,48.9903172932, 2.26328899083
STIF:StopPoint:Q:41116:,65910,Ermont Halte,47920,Ermont Halte,41116,GARE D'ERMONT HALTE,StopPoint:8727658:800:H,STIF:Line::C01737:,H,C01737,800:H,-,TRAIN,TRAIN,2017-01-03,1,646084.27,6876961.41,48.9903172932, 2.26328899083
STIF:StopPoint:Q:41117:,66063,Gros Noyer Saint-Prix,46482,Gros Noyer Saint-Prix,41117,GARE DE GROS NOYER ST PRIX,StopPoint:8727659:800:H,STIF:Line::C01737:,H,C01737,800:H,-,TRAIN,TRAIN,2017-01-03,1,645823.855,6877608.214,48.9961112483, 2.25964799429
STIF:StopPoint:Q:41117:,66063,Gros Noyer Saint-Prix,46482,Gros Noyer Saint-Prix,41117,GARE DE GROS NOYER ST PRIX,StopPoint:8727659:800:H,STIF:Line::C01842:,H,C01842,800:H,-,TRAIN,TRAIN,2017-01-03,1,645823.855,6877608.214,48.9961112483, 2.25964799429
STIF:StopPoint:Q:41118:,66452,Saint-Leu-la-Forêt (Gare),48964,Saint-Leu-la-Forêt (Gare),41118,GARE DE ST LEU LA FORET,StopPoint:8727660:800:H,STIF:Line::C01737:,H,C01737,800:H,-,TRAIN,TRAIN,2017-01-03,1,644596.102,6879814.224,49.0158420245, 2.24258181332
STIF:StopPoint:Q:41118:,66452,Saint-Leu-la-Forêt (Gare),48964,Saint-Leu-la-Forêt (Gare),41118,GARE DE ST LEU LA FORET,StopPoint:8727660:800:H,STIF:Line::C01842:,H,C01842,800:H,-,TRAIN,TRAIN,2017-01-03,1,644596.102,6879814.224,49.0158420245, 2.24258181332
STIF:StopPoint:Q:41119:,66520,Vaucelles,47963,Vaucelles,41119,GARE DE VAUCELLES,StopPoint:8727662:800:H,STIF:Line::C01737:,H,C01737,800:H,-,TRAIN,TRAIN,2017-01-03,1,643636.28,6880482.89,49.0217707864, 2.22937184974
STIF:StopPoint:Q:41119:,66520,Vaucelles,47963,Vaucelles,41119,GARE DE VAUCELLES,StopPoint:8727662:800:H,STIF:Line::C01842:,H,C01842,800:H,-,TRAIN,TRAIN,2017-01-03,1,643636.28,6880482.89,49.0217707864, 2.22937184974
STIF:StopPoint:Q:41120:,66557,Taverny (Gare),43206,Taverny (Gare),41120,GARE DE TAVERNY,StopPoint:8727663:800:H,STIF:Line::C01842:,H,C01842,800:H,-,TRAIN,TRAIN,2017-01-03,1,643085.032,6880891.279,49.0253941566, 2.22178041579
STIF:StopPoint:Q:41120:,66557,Taverny (Gare),43206,Taverny (Gare),41120,GARE DE TAVERNY,StopPoint:8727663:800:H,STIF:Line::C01737:,H,C01737,800:H,-,TRAIN,TRAIN,2017-01-03,1,643085.032,6880891.279,49.0253941566, 2.22178041579
STIF:StopPoint:Q:41121:,66672,Bessancourt (Gare),43090,Bessancourt (Gare),41121,GARE DE BESSANCOURT,StopPoint:8727664:800:H,STIF:Line::C01737:,H,C01737,800:H,-,TRAIN,TRAIN,2017-01-03,1,642238.253,6882049.708,49.03573435, 2.2100444
STIF:StopPoint:Q:41121:,66672,Bessancourt (Gare),43090,Bessancourt (Gare),41121,GARE DE BESSANCOURT,StopPoint:8727664:800:H,STIF:Line::C01842:,H,C01842,800:H,-,TRAIN,TRAIN,2017-01-03,1,642238.253,6882049.708,49.03573435, 2.2100444
STIF:StopPoint:Q:41122:,66798,Frépillon (Gare),47580,Frépillon (Gare),41122,GARE DE FREPILLON,StopPoint:8727665:800:H,STIF:Line::C01737:,H,C01737,800:H,-,TRAIN,TRAIN,2017-01-03,1,641312.684,6883227.786,49.0462427633, 2.19722329514
STIF:StopPoint:Q:41122:,66798,Frépillon (Gare),47580,Frépillon (Gare),41122,GARE DE FREPILLON,StopPoint:8727665:800:H,STIF:Line::C01842:,H,C01842,800:H,-,TRAIN,TRAIN,2017-01-03,1,641312.684,6883227.786,49.0462427633, 2.19722329514
STIF:StopPoint:Q:41123:,66934,Méry-sur-Oise (Gare),47582,Méry-sur-Oise (Gare),41123,GARE DE MERY SUR OISE,StopPoint:8727666:800:H,STIF:Line::C01737:,H,C01737,800:H,-,TRAIN,TRAIN,2017-01-03,1,640855.638,6884500.875,49.0576472924, 2.19079339738
STIF:StopPoint:Q:41123:,66934,Méry-sur-Oise (Gare),47582,Méry-sur-Oise (Gare),41123,GARE DE MERY SUR OISE,StopPoint:8727666:800:H,STIF:Line::C01842:,H,C01842,800:H,-,TRAIN,TRAIN,2017-01-03,1,640855.638,6884500.875,49.0576472924, 2.19079339738
STIF:StopPoint:Q:411230:,,,,,,,StopPoint:8738101:800:C,STIF:Line::C01727:,C,C01727,800:C,-,,,,,,,,
STIF:StopPoint:Q:41124:,67065,Mériel (Gare),47585,Mériel (Gare),41124,GARE DE MERIEL,StopPoint:8727667:800:H,STIF:Line::C01737:,H,C01737,800:H,-,TRAIN,TRAIN,2017-01-03,1,641944.779,6886737.42,49.0778554564, 2.20538596399
STIF:StopPoint:Q:41124:,67065,Mériel (Gare),47585,Mériel (Gare),41124,GARE DE MERIEL,StopPoint:8727667:800:H,STIF:Line::C01842:,H,C01842,800:H,-,TRAIN,TRAIN,2017-01-03,1,641944.779,6886737.42,49.0778554564, 2.20538596399
STIF:StopPoint:Q:41125:,67227,Nointel Mours,47530,Nointel Mours,41125,GARE DE NOINTEL MOURS,StopPoint:8727675:800:H,STIF:Line::C01737:,H,C01737,800:H,-,TRAIN,TRAIN,2017-01-03,1,647496.334,6892783.276,49.1326904156, 2.28061296355
STIF:StopPoint:Q:41125:,67227,Nointel Mours,47530,Nointel Mours,41125,GARE DE NOINTEL MOURS,StopPoint:8727675:800:H,STIF:Line::C01842:,H,C01842,800:H,-,TRAIN,TRAIN,2017-01-03,1,647496.334,6892783.276,49.1326904156, 2.28061296355
STIF:StopPoint:Q:41128:,,BIBLIOTHEQUE F. MITTERRAND,,BIBLIOTHEQUE F. MITTERRAND,,BIBLIOTHEQUE F. MITTERRAND,StopPoint:8732832:800:C,STIF:Line::C01727:,C,C01727,800:C,F,,,,,,,,
STIF:StopPoint:Q:41129:,66659,Saint-Ouen l'Aumône - Liesse,43150,Saint-Ouen l'Aumône - Liesse,41129,GARE DE ST OUEN L AUMONE LIESSE,StopPoint:8733798:800:H,STIF:Line::C01842:,H,C01842,800:H,-,TRAIN,TRAIN,2017-01-03,1,636230.948,6881952.188,49.0342890568, 2.12790897361
STIF:StopPoint:Q:41129:,66659,Saint-Ouen l'Aumône - Liesse,43150,Saint-Ouen l'Aumône - Liesse,41129,GARE DE ST OUEN L AUMONE LIESSE,StopPoint:8733798:800:H,STIF:Line::C01737:,H,C01737,800:H,-,TRAIN,TRAIN,2017-01-03,1,636230.948,6881952.188,49.0342890568, 2.12790897361
STIF:StopPoint:Q:41129:,,,,,,,StopPoint:8733798:800:C,STIF:Line::C01727:,C,C01727,800:C,-,,,,,,,,
STIF:StopPoint:Q:411295:,73699,Aéroport CDG 2 (Terminal 2) - TGV,43065,Aéroport CDG 2 (Terminal 2) - TGV,411295,Aéroport CDG 2 - TGV,StopPoint:8700147:810:B,STIF:Line::C01743:,B,C01743,810:B,E,RER,RER,2017-01-03,1,668653.5,6878328.0,49.0041026879, 2.57156811492
STIF:StopPoint:Q:411295:,73699,Aéroport CDG 2 (Terminal 2) - TGV,43065,Aéroport CDG 2 (Terminal 2) - TGV,411295,Aéroport CDG 2 - TGV,StopPoint:8700147:810:B,STIF:Line::C01850:,B,C01850,810:B,E,RER,RER,2017-01-03,1,668653.5,6878328.0,49.0041026879, 2.57156811492
STIF:StopPoint:Q:41131:,,,,,,,StopPoint:8738102:800:C,STIF:Line::C01727:,C,C01727,800:C,-,,,,,,,,
STIF:StopPoint:Q:41132:,,,,,,,StopPoint:8738103:800:C,STIF:Line::C01727:,C,C01727,800:C,-,,,,,,,,
STIF:StopPoint:Q:411321:,66436,Neuville Université,47879,Neuville Université,411321,GARE DE NEUVILLE UNIVERSITE,StopPoint:8733448:800:L,STIF:Line::C01740:,L,C01740,800:L,-,TRAIN,TRAIN,2017-01-03,1,632621.585,6879749.763,49.0141180371, 2.0789038388
STIF:StopPoint:Q:411321:,66436,Neuville Université,47879,Neuville Université,411321,GARE DE NEUVILLE UNIVERSITE,StopPoint:8733448:810:A,STIF:Line::C01849:,A,C01849,810:A,-,RER,RER,2017-01-03,1,632621.585,6879749.763,49.0141180371, 2.0789038388
STIF:StopPoint:Q:411321:,66436,Neuville Université,47879,Neuville Université,411321,GARE DE NEUVILLE UNIVERSITE,StopPoint:8733448:810:A,STIF:Line::C01742:,A,C01742,810:A,-,RER,RER,2017-01-03,1,632621.585,6879749.763,49.0141180371, 2.0789038388
STIF:StopPoint:Q:411321:,66436,Neuville Université,47879,Neuville Université,411321,GARE DE NEUVILLE UNIVERSITE,StopPoint:8733448:800:L,STIF:Line::C01847:,L,C01847,800:L,-,TRAIN,TRAIN,2017-01-03,1,632621.585,6879749.763,49.0141180371, 2.0789038388
STIF:StopPoint:Q:411325:,411327,Précy-sur-Oise (Gare),411326,Précy-sur-Oise (Gare),411325,GARE DE PRECY SUR OISE,StopPoint:8727641:800:H,STIF:Line::C01842:,H,C01842,800:H,-,TRAIN,TRAIN,2017-01-03,1,654547.729,6900570.547,49.2032388502, 2.37638176077
STIF:StopPoint:Q:411325:,411327,Précy-sur-Oise (Gare),411326,Précy-sur-Oise (Gare),411325,GARE DE PRECY SUR OISE,StopPoint:8727641:800:H,STIF:Line::C01737:,H,C01737,800:H,-,TRAIN,TRAIN,2017-01-03,1,654547.729,6900570.547,49.2032388502, 2.37638176077
STIF:StopPoint:Q:411328:,411330,Saint-Leu-d'Esserent (Gare),411329,Saint-Leu-d'Esserent (Gare),411328,GARE DE ST LEU D ESSERENT,StopPoint:8727640:800:H,STIF:Line::C01842:,H,C01842,800:H,-,TRAIN,TRAIN,2017-01-03,1,657603.017,6901763.187,49.2141702447, 2.41817905148
STIF:StopPoint:Q:411328:,411330,Saint-Leu-d'Esserent (Gare),411329,Saint-Leu-d'Esserent (Gare),411328,GARE DE ST LEU D ESSERENT,StopPoint:8727640:800:H,STIF:Line::C01737:,H,C01737,800:H,-,TRAIN,TRAIN,2017-01-03,1,657603.017,6901763.187,49.2141702447, 2.41817905148
STIF:StopPoint:Q:41133:,,AVENUE HENRI MARTIN,,AVENUE HENRI MARTIN,,AVENUE HENRI MARTIN,StopPoint:8738104:800:C,STIF:Line::C01727:,C,C01727,800:C,H,,,,,,,,
STIF:StopPoint:Q:411331:,411333,Boran Sur Oise (Gare),411332,Boran Sur Oise (Gare),411331,GARE DE BORAN SUR OISE,StopPoint:8727644:800:H,STIF:Line::C01737:,H,C01737,800:H,-,TRAIN,TRAIN,2017-01-03,1,653506.797,6896581.587,49.1673029477, 2.36254230687
STIF:StopPoint:Q:411331:,411333,Boran Sur Oise (Gare),411332,Boran Sur Oise (Gare),411331,GARE DE BORAN SUR OISE,StopPoint:8727644:800:H,STIF:Line::C01842:,H,C01842,800:H,-,TRAIN,TRAIN,2017-01-03,1,653506.797,6896581.587,49.1673029477, 2.36254230687
STIF:StopPoint:Q:411337:,411339,Trie-Château (Gare),411338,Trie-Château (Gare),411337,GARE DE TRIE CHATEAU,StopPoint:8738123:800:J,STIF:Line::C01739:,J,C01739,800:J,-,TRAIN,TRAIN,2017-01-03,1,613994.599,6909856.446,49.2825450514, 1.81813776851
STIF:StopPoint:Q:411337:,411339,Trie-Château (Gare),411338,Trie-Château (Gare),411337,GARE DE TRIE CHATEAU,StopPoint:8738123:800:J,STIF:Line::C01846:,J,C01846,800:J,-,TRAIN,TRAIN,2017-01-03,1,613994.599,6909856.446,49.2825450514, 1.81813776851
STIF:StopPoint:Q:411340:,74348,Gisors (Gare),59301,Gisors (Gare),411340,GARE DE GISORS,StopPoint:8738124:800:J,STIF:Line::C01846:,J,C01846,800:J,-,TRAIN,TRAIN,2017-01-03,1,611592.787,6910195.341,49.2852635223, 1.78506622765
STIF:StopPoint:Q:411340:,74348,Gisors (Gare),59301,Gisors (Gare),411340,GARE DE GISORS,StopPoint:8738124:800:J,STIF:Line::C01739:,J,C01739,800:J,-,TRAIN,TRAIN,2017-01-03,1,611592.787,6910195.341,49.2852635223, 1.78506622765
STIF:StopPoint:Q:411341:,411343,Liancourt-Saint-Pierre (Gare),411342,Liancourt-Saint-Pierre (Gare),411341,GARE DE LIANCOURT ST PIERRE,StopPoint:8738121:800:J,STIF:Line::C01846:,J,C01846,800:J,-,TRAIN,TRAIN,2017-01-03,1,620254.408,6902853.019,49.2204033884, 1.90548076369
STIF:StopPoint:Q:411341:,411343,Liancourt-Saint-Pierre (Gare),411342,Liancourt-Saint-Pierre (Gare),411341,GARE DE LIANCOURT ST PIERRE,StopPoint:8738121:800:J,STIF:Line::C01739:,J,C01739,800:J,-,TRAIN,TRAIN,2017-01-03,1,620254.408,6902853.019,49.2204033884, 1.90548076369
STIF:StopPoint:Q:411344:,411346,Chaumont-en-Vexin (Gare),411345,Chaumont-en-Vexin (Gare),411344,GARE DE CHAUMONT EN VEXIN,StopPoint:8738122:800:J,STIF:Line::C01846:,J,C01846,800:J,-,TRAIN,TRAIN,2017-01-03,1,617862.258,6907449.435,49.2614178781, 1.87175123115
STIF:StopPoint:Q:411344:,411346,Chaumont-en-Vexin (Gare),411345,Chaumont-en-Vexin (Gare),411344,GARE DE CHAUMONT EN VEXIN,StopPoint:8738122:800:J,STIF:Line::C01739:,J,C01739,800:J,-,TRAIN,TRAIN,2017-01-03,1,617862.258,6907449.435,49.2614178781, 1.87175123115
STIF:StopPoint:Q:411347:,411349,Lavilletertre (Gare),411348,Lavilletertre (Gare),411347,GARE DE LA VILLETERTRE,StopPoint:8738120:800:J,STIF:Line::C01739:,J,C01739,800:J,-,TRAIN,TRAIN,2017-01-03,1,621319.976,6900844.24,49.2024777357, 1.92048090065
STIF:StopPoint:Q:411347:,411349,Lavilletertre (Gare),411348,Lavilletertre (Gare),411347,GARE DE LA VILLETERTRE,StopPoint:8738120:800:J,STIF:Line::C01846:,J,C01846,800:J,-,TRAIN,TRAIN,2017-01-03,1,621319.976,6900844.24,49.2024777357, 1.92048090065
STIF:StopPoint:Q:411350:,73605,Conflans Fin d'Oise,43114,Conflans Fin d'Oise,411350,GARE DE CONFLANS FIN D'OISE,StopPoint:8738145:800:J,STIF:Line::C01739:,J,C01739,800:J,-,TRAIN,TRAIN,2017-01-03,1,632272.568,6876981.326,48.9891892475, 2.07457656588
STIF:StopPoint:Q:411350:,73605,Conflans Fin d'Oise,43114,Conflans Fin d'Oise,411350,GARE DE CONFLANS FIN D'OISE,StopPoint:8738145:800:J,STIF:Line::C01846:,J,C01846,800:J,-,TRAIN,TRAIN,2017-01-03,1,632272.568,6876981.326,48.9891892475, 2.07457656588
STIF:StopPoint:Q:411350:,73605,Conflans Fin d'Oise,43114,Conflans Fin d'Oise,411350,GARE DE CONFLANS FIN D'OISE,StopPoint:8738145:810:A,STIF:Line::C01849:,A,C01849,810:A,-,RER,RER,2017-01-03,1,632272.568,6876981.326,48.9891892475, 2.07457656588
STIF:StopPoint:Q:411350:,73605,Conflans Fin d'Oise,43114,Conflans Fin d'Oise,411350,GARE DE CONFLANS FIN D'OISE,StopPoint:8738145:810:A,STIF:Line::C01742:,A,C01742,810:A,-,RER,RER,2017-01-03,1,632272.568,6876981.326,48.9891892475, 2.07457656588
STIF:StopPoint:Q:411350:,73605,Conflans Fin d'Oise,43114,Conflans Fin d'Oise,411350,GARE DE CONFLANS FIN D'OISE,StopPoint:8738145:800:L,STIF:Line::C01740:,L,C01740,800:L,-,TRAIN,TRAIN,2017-01-03,1,632272.568,6876981.326,48.9891892475, 2.07457656588
STIF:StopPoint:Q:411350:,73605,Conflans Fin d'Oise,43114,Conflans Fin d'Oise,411350,GARE DE CONFLANS FIN D'OISE,StopPoint:8738145:800:L,STIF:Line::C01847:,L,C01847,800:L,-,TRAIN,TRAIN,2017-01-03,1,632272.568,6876981.326,48.9891892475, 2.07457656588
STIF:StopPoint:Q:411352:,66696,Cergy Préfecture,44559,Cergy Préfecture,411352,GARE DE CERGY PREFECTURE,StopPoint:8738190:800:L,STIF:Line::C01847:,L,C01847,800:L,-,TRAIN,TRAIN,2017-01-03,1,632711.426,6882240.544,49.0365225429, 2.07973507955
STIF:StopPoint:Q:411352:,66696,Cergy Préfecture,44559,Cergy Préfecture,411352,GARE DE CERGY PREFECTURE,StopPoint:8738190:810:A,STIF:Line::C01849:,A,C01849,810:A,-,RER,RER,2017-01-03,1,632711.426,6882240.544,49.0365225429, 2.07973507955
STIF:StopPoint:Q:411352:,66696,Cergy Préfecture,44559,Cergy Préfecture,411352,GARE DE CERGY PREFECTURE,StopPoint:8738190:800:L,STIF:Line::C01740:,L,C01740,800:L,-,TRAIN,TRAIN,2017-01-03,1,632711.426,6882240.544,49.0365225429, 2.07973507955
STIF:StopPoint:Q:411352:,66696,Cergy Préfecture,44559,Cergy Préfecture,411352,GARE DE CERGY PREFECTURE,StopPoint:8738190:810:A,STIF:Line::C01742:,A,C01742,810:A,-,RER,RER,2017-01-03,1,632711.426,6882240.544,49.0365225429, 2.07973507955
STIF:StopPoint:Q:411356:,70956,Nanterre Université,43170,Nanterre Université,411356,GARE DE NANTERRE UNIVERSITE,StopPoint:8775803:810:A,STIF:Line::C01849:,A,C01849,810:A,-,RER,RER,2017-01-03,1,642465.813,6867124.673,48.9015513101, 2.21518499141
STIF:StopPoint:Q:411356:,70956,Nanterre Université,43170,Nanterre Université,411356,GARE DE NANTERRE UNIVERSITE,StopPoint:8775803:810:A,STIF:Line::C01742:,A,C01742,810:A,-,RER,RER,2017-01-03,1,642465.813,6867124.673,48.9015513101, 2.21518499141
STIF:StopPoint:Q:411357:,64741,Houilles Carrières-sur-Seine,43082,Houilles Carrières-sur-Seine,411357,Houilles - Carrières-sur-Seine,StopPoint:8738640:800:L,STIF:Line::C01847:,L,C01847,800:L,-,TRAIN,TRAIN,2017-01-03,1,640238.06,6869283.5,48.920761127, 2.18449455121
STIF:StopPoint:Q:411357:,64741,Houilles Carrières-sur-Seine,43082,Houilles Carrières-sur-Seine,411357,Houilles - Carrières-sur-Seine,StopPoint:8738640:810:A,STIF:Line::C01742:,A,C01742,810:A,-,RER,RER,2017-01-03,1,640238.06,6869283.5,48.920761127, 2.18449455121
STIF:StopPoint:Q:411357:,64741,Houilles Carrières-sur-Seine,43082,Houilles Carrières-sur-Seine,411357,Houilles - Carrières-sur-Seine,StopPoint:8738640:800:J,STIF:Line::C01739:,J,C01739,800:J,-,TRAIN,TRAIN,2017-01-03,1,640238.06,6869283.5,48.920761127, 2.18449455121
STIF:StopPoint:Q:411357:,64741,Houilles Carrières-sur-Seine,43082,Houilles Carrières-sur-Seine,411357,Houilles - Carrières-sur-Seine,StopPoint:8738640:800:J,STIF:Line::C01846:,J,C01846,800:J,-,TRAIN,TRAIN,2017-01-03,1,640238.06,6869283.5,48.920761127, 2.18449455121
STIF:StopPoint:Q:411357:,64741,Houilles Carrières-sur-Seine,43082,Houilles Carrières-sur-Seine,411357,Houilles - Carrières-sur-Seine,StopPoint:8738640:810:A,STIF:Line::C01849:,A,C01849,810:A,-,RER,RER,2017-01-03,1,640238.06,6869283.5,48.920761127, 2.18449455121
